name,platform,file,sequence,vol_min,vol_max,dist_min,dist_max,limit_count,limit_type,entity_limit_count,entity_limit_type,bus,volume_min_falloff_curve,volumefalloffcurve,reverb_send,dist_reverb_max,reverb_min_falloff_curve,reverb_falloff_curve,pitch_min,pitch_max,randomize_type,spatialized,type,probability,loop,masterslave,loadspec,subtitle,compression,secondaryaliasname,chainaliasname,startdelay,speakermap,lfe percentage,center percentage,envelop_min,envelop_max,envelop percentage,occlusion_level,occlusion_wet_dry,real_delay,distance_lpf,move_type,move_time,min_priority,max_priority,min_priority_threshold,max_priority_threshold,doppler,isbig
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tank_impact_full,,SFX/Destruction/explosion_main_##,,0.75,0.85,500,6000,6,oldest,,,explosion,,curve4,,10000,,curve2,0.9,1.1,pitch,3d,,,,,all_sp,,,tank_far_falloff_glo,,,,0.5,,,,,,,,,,,60,100,0.25,1,,yes
tank_far_falloff_glo,,SFX/Destruction/explosion_dist_##,,0.9,1,3000,12000,,,,,explosion,,,,,,,0.9,1.1,,3d,,,,,all_sp,,,tank_dirt_debris,,,,0.4,,,,,,,,,,,40,60,0.55,1,,yes
tank_dirt_debris,,SFX/Destruction/Explosion_Debris/dirt_##,,0.9,1,400,3000,3,oldest,,,explosion,,,,,,,0.9,1.1,pitch,3d,,,,,all_sp,,,sub_thump_rpg,,,,,,,,,,,,,,,80,90,0.25,1,,yes
#for mp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tank_dirt_debris,,SFX/Destruction/Explosion_Debris/dirt/dirt_00.wav,1,0.9,1,400,3000,,,,,explosion,,,,,,,0.9,1.1,,3d,,,,,all_mp,,,sub_thump_rpg,,,,,,,,,,,,,,,80,90,0.25,1,,yes
tank_dirt_debris,,SFX/Destruction/Explosion_Debris/dirt/dirt_01.wav,2,0.9,1,400,3000,,,,,explosion,,,,,,,0.9,1.1,,3d,,,,,all_mp,,,sub_thump_rpg,,,,,,,,,,,,,,,80,90,0.25,1,,yes
tank_dirt_debris,,SFX/Destruction/Explosion_Debris/dirt/dirt_02.wav,3,0.9,1,400,3000,,,,,explosion,,,,,,,0.9,1.1,,3d,,,,,all_mp,,,sub_thump_rpg,,,,,,,,,,,,,,,80,90,0.25,1,,yes
tank_impact_full,,SFX/Destruction/explosion_main/explosion_main_00.wav,1,0.8,0.9,500,4000,,,,,explosion,,,,,,,0.9,1.1,,3d,,,,,all_mp,,,tank_far_falloff_glo,,,,0.05,0.25,,,,,,,,,,90,95,0.25,1,,yes
tank_impact_full,,SFX/Destruction/explosion_main/explosion_main_01.wav,2,0.8,0.9,500,4000,,,,,explosion,,,,,,,0.9,1.1,,3d,,,,,all_mp,,,tank_far_falloff_glo,,,,0.05,0.25,,,,,,,,,,90,95,0.25,1,,yes
tank_impact_full,,SFX/Destruction/explosion_main/explosion_main_02.wav,3,0.8,0.9,500,4000,,,,,explosion,,,,,,,0.9,1.1,,3d,,,,,all_mp,,,tank_far_falloff_glo,,,,0.05,0.25,,,,,,,,,,90,95,0.25,1,,yes
tank_far_falloff_glo,,SFX/Destruction/explosion_dist/explosion_dist_00.wav,1,0.9,1,3000,12000,,,,,explosion,,,,,,,0.9,1.1,,3d,,,,,all_mp,,,tank_dirt_debris,,,,0.4,,,,,,,,,,,40,60,0.55,1,,yes
tank_far_falloff_glo,,SFX/Destruction/explosion_dist/explosion_dist_01.wav,2,0.9,1,3000,12000,,,,,explosion,,,,,,,0.9,1.1,,3d,,,,,all_mp,,,tank_dirt_debris,,,,0.4,,,,,,,,,,,40,60,0.55,1,,yes
tank_far_falloff_glo,,SFX/Destruction/explosion_dist/explosion_dist_02.wav,3,0.9,1,3000,12000,,,,,explosion,,,,,,,0.9,1.1,,3d,,,,,all_mp,,,tank_dirt_debris,,,,0.4,,,,,,,,,,,40,60,0.55,1,,yes
#for see2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tank_shell,,SFX/Destruction/explosion_main_##,,0.8,0.9,500,4000,,,,,explosion,,,,,,,0.9,1.1,,3d,,,,,see2 all_mp,,,tank_far_falloff_glo,,,,0.05,,,,,,,,,,,90,95,0.25,1,,yes
shell_impact2d,,SFX\Vehicles\impact\Imp_1p_tank_00.wav,1,1,1,250,300,,,1,reject,full_vol,,,,,,curve5,,,,3d,,,,,all_mp,,,tank_shell,,,wpn_all,0.5,,,,,0,,,no,,,25,80,0.25,1,,
shell_impact2d,,SFX\Vehicles\impact\Imp_1p_tank_01.wav,2,1,1,250,300,,,1,reject,full_vol,,,,,,curve5,,,,3d,,,,,all_mp,,,tank_shell,,,wpn_all,0.5,,,,,0,,,no,,,25,80,0.25,1,,
shell_impact2d,,SFX\Vehicles\impact\Imp_1p_tank_02.wav,3,1,1,250,300,,,1,reject,full_vol,,,,,,curve5,,,,3d,,,,,all_mp,,,tank_shell,,,wpn_all,0.5,,,,,0,,,no,,,25,80,0.25,1,,
tank_shell_metal,,SFX\Vehicles\impact\3p\Imp_3p_tank_00.wav,,1,1,500,3000,,,1,reject,full_vol,,,,3500,,,0.8,1,,3d,,,,,all_mp,,,shell_impact2d,,,,,,,,,,,,,,,25,80,0.25,1,,
tank_shell_default,,null.wav,,1,1,500,3000,,,1,reject,full_vol,,,,3500,,,0.8,1,,3d,,,,,all_mp,,,tank_shell,,,,,,,,,,,,,,,25,80,0.25,1,,
#sniper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
explosion,,SFX/Destruction/explosion_main_##,,0.75,0.85,500,6000,6,oldest,,,explosion,,curve4,,10000,,curve2,0.9,1.1,pitch,3d,,,,,sniper,,,tank_far_falloff_glo,,,,0.5,,,,,,,,,,,60,100,0.25,1,,yes
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#Small Main Gun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tank_impact_small,,SFX/Destruction/explosion_main_##,,0.9,1,1500,8000,,,,,explosion,,curve4,,12000,,curve2,0.9,1.1,,3d,,,,,all_sp,,,tank_sm_far_falloff_glo,,,,0.05,0.25,,,,0.1,,,,,,90,95,0.25,1,,yes
tank_sm_far_falloff_glo,,SFX/Destruction/explosion_dist_##,,0.8,1,3000,12000,,,,,explosion,,,,,,,0.9,1.1,,3d,,,,,all_sp,,,tank_sm_dirt_debris,,,,0.4,,,,,0.1,,,,,,40,60,0.55,1,,yes
tank_sm_dirt_debris,,SFX/Destruction/Explosion_Debris/dirt_##,,0.8,1,400,3000,,,,,explosion,,,,,,,0.9,1.1,,3d,,,,,all_sp,,,sub_thump_rpg,,,,,,,,,0.1,,,,,,80,90,0.25,1,,yes
#for mp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tank_sm_dirt_debris,,SFX/Destruction/Explosion_Debris/dirt/dirt_00.wav,1,0.8,1,400,3000,,,,,explosion,,,,,,,0.9,1.1,,3d,,,,,all_mp,,,sub_thump_rpg,,,,,,,,,0.25,,,,,,80,90,0.25,1,,yes
tank_sm_dirt_debris,,SFX/Destruction/Explosion_Debris/dirt/dirt_01.wav,2,0.8,1,400,3000,,,,,explosion,,,,,,,0.9,1.1,,3d,,,,,all_mp,,,sub_thump_rpg,,,,,,,,,0.25,,,,,,80,90,0.25,1,,yes
tank_sm_dirt_debris,,SFX/Destruction/Explosion_Debris/dirt/dirt_02.wav,3,0.8,1,400,3000,,,,,explosion,,,,,,,0.9,1.1,,3d,,,,,all_mp,,,sub_thump_rpg,,,,,,,,,0.25,,,,,,80,90,0.25,1,,yes
tank_sm_far_falloff_glo,,SFX/Destruction/explosion_dist/explosion_dist_00.wav,1,0.8,1,400,3000,,,,,explosion,,,,,,,0.9,1.1,,3d,,,,,all_mp,,,sub_thump_rpg,,,,,,,,,0.25,,,,,,80,90,0.25,1,,yes
tank_sm_far_falloff_glo,,SFX/Destruction/explosion_dist/explosion_dist_01.wav,2,0.8,1,400,3000,,,,,explosion,,,,,,,0.9,1.1,,3d,,,,,all_mp,,,sub_thump_rpg,,,,,,,,,0.25,,,,,,80,90,0.25,1,,yes
tank_sm_far_falloff_glo,,SFX/Destruction/explosion_dist/explosion_dist_02.wav,3,0.8,1,400,3000,,,,,explosion,,,,,,,0.9,1.1,,3d,,,,,all_mp,,,sub_thump_rpg,,,,,,,,,0.25,,,,,,80,90,0.25,1,,yes
tank_impact_small,,SFX/Destruction/explosion_main/explosion_main_00.wav,1,0.8,1,500,4000,,,,,explosion,,,,,,,0.9,1.1,,3d,,,,,all_mp,,,tank_sm_far_falloff_glo,,,,0.05,0.25,,,,,,,,,,90,95,0.25,1,,yes
tank_impact_small,,SFX/Destruction/explosion_main/explosion_main_01.wav,2,0.8,1,500,4000,,,,,explosion,,,,,,,0.9,1.1,,3d,,,,,all_mp,,,tank_sm_far_falloff_glo,,,,0.05,0.25,,,,,,,,,,90,95,0.25,1,,yes
tank_impact_small,,SFX/Destruction/explosion_main/explosion_main_02.wav,3,0.8,1,500,4000,,,,,explosion,,,,,,,0.9,1.1,,3d,,,,,all_mp,,,tank_sm_far_falloff_glo,,,,0.05,0.25,,,,,,,,,,90,95,0.25,1,,yes
tank_impact_small,,SFX/Destruction/explosion_main/explosion_main_03.wav,4,0.8,1,500,4000,,,,,explosion,,,,,,,0.9,1.1,,3d,,,,,all_mp,,,tank_sm_far_falloff_glo,,,,0.05,0.25,,,,,,,,,,90,95,0.25,1,,yes
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# Melee,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#Knife,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
knife_stab_plr,,SFX\Weapon\knife\knife_stab_##,,0.9,1,100,100,,,,,full_vol,,,,,,,0.9,1.1,,3d,,,,,all_sp all_mp firing_range,,,,,,wpn_all,0.3,1,,,,,,,,,,90,90,0.25,1,,
knife_pull_plr,,SFX\Weapon\knife\knife_pull_##,,0.9,1,100,100,,,,,full_vol,,,,,,,0.9,1.1,,3d,,,,,all_sp all_mp firing_range,,,,,,wpn_all,0.3,1,,,,,,,,,,90,90,0.25,1,,
melee_knife_hit_body,,SFX\Weapon\knife\knife_slash_##,,0.9,1,100,100,,,,,full_vol,,,,,,,0.9,1.1,,3d,,,,,all_sp all_mp firing_range,,,,,,wpn_all,0.3,1,,,,,,,,,,90,90,0.25,1,,
melee_knife_hit_other,,SFX\Weapon\knife\hit_other_##,,0.68,0.78,100,100,,,,,full_vol,,,,,,,0.98,1.04,,3d,,,,,all_sp all_mp firing_range,,,,,,wpn_fnt,,1,,,,,,,,,,90,90,0.25,1,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gr_bayonet_futz,,SFX\Weapon\bayonet\gr_bayonet_futz.wav,,0.5,0.6,10,300,,,,,full_vol,,,,,,,0.9,1.1,,3d,,,,,all_sp all_mp firing_range,,,,,,wpn_fnt,,1,,,,,,,,,,90,90,0.25,1,,
gr_bayonet_fix,,SFX\Weapon\bayonet\gr_bayonet_ix.wav,,0.5,0.6,10,300,,,,,full_vol,,,,,,,0.9,1.1,,3d,,,,,all_sp all_mp firing_range,,,,,,wpn_fnt,,1,,,,,,,,,,90,90,0.25,1,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#Rifle Grenade Reloads,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gr_m1gren_load,,SFX\Weapon\rifle_gren\gr_rifle_gren_load.wav,,0.75,0.8,50,300,,,,,full_vol,,,,600,,curve4,0.95,1.05,,3d,,,,,pel2 audio_test_tuey firing_range living_battlefield all_mp pel1b,,,,,,,,0.5,,,,,,,,,,80,95,0.55,1,,
gr_m1gren_futz,,SFX\Weapon\rifle_gren\gr_rifle_gren_futz.wav,,0.75,0.8,50,300,,,,,full_vol,,,,600,,curve4,0.95,1.05,,3d,,,,,pel2 audio_test_tuey firing_range living_battlefield all_mp pel1b,,,,,,,,0.5,,,,,,,,,,80,95,0.55,1,,
gr_m1gren_click,,SFX\Weapon\rifle_gren\gr_rifle_gren_click.wav,,0.75,0.8,50,300,,,,,full_vol,,,,600,,curve4,0.95,1.05,,3d,,,,,pel2 audio_test_tuey firing_range living_battlefield all_mp pel1b,,,,,,,,0.5,,,,,,,,,,80,95,0.55,1,,
gr_m1gren_remove,,SFX\Weapon\rifle_gren\gr_rifle_gren_remove.wav,,0.75,0.8,50,300,,,,,full_vol,,,,600,,curve4,0.95,1.05,,3d,,,,,pel2 audio_test_tuey firing_range living_battlefield all_mp pel1b,,,,,,,,0.5,,,,,,,,,,80,95,0.55,1,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#MG Deploys,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gr_mg_deploy_start,,SFX\Weapon\MG\deploy\gr_deploy_start.wav,,0.85,0.9,50,300,,,,,full_vol,,,,600,,curve4,0.95,1.05,,3d,,,,, audio_test_tuey firing_range living_battlefield all_mp all_sp,,,,,,,,0.5,,,,,,,,,,80,95,0.55,1,,
gr_mg_deploy_end,,SFX\Weapon\MG\deploy\gr_deploy_end.wav,,0.85,0.9,50,300,,,,,full_vol,,,,600,,curve4,0.95,1.05,,3d,,,,, audio_test_tuey firing_range living_battlefield all_mp all_sp,,,,,,,,0.5,,,,,,,,,,80,95,0.55,1,,
gr_mg_break_down,,SFX\Weapon\MG\deploy\gr_break_down.wav,,0.85,0.9,50,300,,,,,full_vol,,,,600,,curve4,0.95,1.05,,3d,,,,, audio_test_tuey firing_range living_battlefield all_mp all_sp,,,,,,,,0.5,,,,,,,,,,80,95,0.55,1,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#3p Reloads,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gr_rifle_rechamber_3p,,SFX\Weapon\3p_Reload\rifle_rechamber_3p.wav,,0.9,1,50,300,,,,,reload,,curve3,,500,,curve4,0.95,1.05,,3d,,,,,all_sp all_mp living_battlefield firing_range,,,,,,,,,,,,,,,,,,40,60,0.55,1,,
gr_rifle_open_3p,,SFX\Weapon\3p_Reload\rifle_open_3p.wav,,0.9,1,50,300,,,,,reload,,curve3,,500,,curve4,0.95,1.05,,3d,,,,,all_sp all_mp living_battlefield firing_range,,,,,,,,,,,,,,,,,,40,60,0.55,1,,
gr_rifle_round_in_3p,,SFX\Weapon\3p_Reload\rifle_rechamber_3p.wav,,0.9,1,50,300,,,,,reload,,curve3,,500,,curve4,0.95,1.05,,3d,,,,,all_sp all_mp living_battlefield firing_range,,,,,,,,,,,,,,,,,,40,60,0.55,1,,
gr_rifle_close_3p,,SFX\Weapon\3p_Reload\rifle_close_3p.wav,,0.9,1,50,300,,,,,reload,,curve3,,500,,curve4,0.95,1.05,,3d,,,,,all_sp all_mp living_battlefield firing_range,,,,,,,,,,,,,,,,,,40,60,0.55,1,,
gr_smg_reload_empty_3p,,SFX\Weapon\3p_Reload\smg_reload_empty_3p.wav,,0.9,1,50,300,,,,,reload,,curve3,,500,,curve4,0.95,1.05,,3d,,,,,all_sp all_mp living_battlefield firing_range,,,,,,,,,,,,,,,,,,40,60,0.55,1,,
gr_smg_reload_notempty_3p,,SFX\Weapon\3p_Reload\smg_reload_notempty_3p.wav,,0.9,1,50,300,,,,,reload,,curve3,,500,,curve4,0.95,1.05,,3d,,,,,all_sp all_mp living_battlefield firing_range,,,,,,,,,,,,,,,,,,40,60,0.55,1,,
gr_pistol_reload_empty_3p,,SFX\Weapon\3p_Reload\pistol_reload_empty_3p.wav,,0.9,1,50,300,,,,,reload,,curve3,,500,,curve4,0.95,1.05,,3d,,,,,all_sp all_mp living_battlefield firing_range,,,,,,,,,,,,,,,,,,40,60,0.55,1,,
gr_pistol_reload_notempty_3p,,SFX\Weapon\3p_Reload\pistol_reload_notempty_3p.wav,,0.9,1,50,300,,,,,reload,,curve3,,500,,curve4,0.95,1.05,,3d,,,,,all_sp all_mp living_battlefield firing_range,,,,,,,,,,,,,,,,,,40,60,0.55,1,,
gr_raygun_reload,,sfx\weapon\ray_gun\wpn_ray_reload_3rd.wav,,0.9,1,50,300,,,,,reload,,curve3,,500,,curve4,0.95,1.05,,3d,,,,,pel1 audio_test_tuey nazi_zombie_prototype,,,,,,,,,,,,,,,,,,40,60,0.55,1,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#Paintball,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
paintball_fire_plr,,SFX\Weapon\paintball\paintball_fire.wav,,1,1,,,3,oldest,,,pis_1st,,curve3,,,,,1,1,,2d,,,,,all_sp all_mp,,,,,,wpn_all,,,,,,,,,,,,90,90,0.25,1,,
paintball_fire,,SFX\Weapon\paintball\paintball_fire.wav,,0.75,0.8,250,2000,,,,,pis_3rd,,curve4,,4000,,,0.85,1,,3d,,,,,all_sp all_mp,,,,,,,,,,,,,,,,,,50,80,0.35,1,,
paintball_impact,,SFX\Weapon\paintball\paintball_imp_##,,0.75,0.8,250,2000,,,,,projectile,,curve4,,4000,,curve4,0.9,1.1,,3d,,,,,all_sp all_mp,,,,,,,,,,,,,,,,,,50,80,0.35,1,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#nulled missing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
weap_reload_smg_clipin_npc,,SFX/null.wav,,0.65,0.75,35,6000,,,,,smg_3rd,,curve4,,,,,0.8,1,,3d,,,,0.7,,,,,,,,,,,,,,,,,,,70,20,0.35,1,,
weap_reload_smg_clipout_npc,,SFX/null.wav,,0.65,0.75,35,6000,,,,,smg_3rd,,curve4,,,,,0.8,1,,3d,,,,0.7,,,,,,,,,,,,,,,,,,,70,20,0.35,1,,
weap_reload_pistol_clipout_npc,,SFX/null.wav,,0.65,0.75,35,6000,,,,,smg_3rd,,curve4,,,,,0.8,1,,3d,,,,0.7,,,,,,,,,,,,,,,,,,,70,20,0.35,1,,
weap_reload_pistol_clipin_npc,,SFX/null.wav,,0.65,0.75,35,6000,,,,,smg_3rd,,curve4,,,,,0.8,1,,3d,,,,0.7,,,,,,,,,,,,,,,,,,,70,20,0.35,1,,
weap_reload_pistol_chamber_npc,,SFX/null.wav,,0.65,0.75,35,6000,,,,,smg_3rd,,curve4,,,,,0.8,1,,3d,,,,0.7,,,,,,,,,,,,,,,,,,,70,20,0.35,1,,
ai_shotgun_pump,,SFX/null.wav,,0.65,0.75,35,6000,,,,,smg_3rd,,curve4,,,,,0.8,1,,3d,,,,0.7,,,,,,,,,,,,,,,,,,,70,20,0.35,1,,
weap_reload_shotgun_loop_npc,,SFX/null.wav,,0.65,0.75,35,6000,,,,,smg_3rd,,curve4,,,,,0.8,1,,3d,,,,0.7,,,,,,,,,,,,,,,,,,,70,20,0.35,1,,
weap_reload_shotgun_pump_npc,,SFX/null.wav,,0.65,0.75,35,6000,,,,,smg_3rd,,curve4,,,,,0.8,1,,3d,,,,0.7,,,,,,,,,,,,,,,,,,,70,20,0.35,1,,
weap_nagant_fire,,SFX/null.wav,,0.65,0.75,35,6000,,,,,smg_3rd,,curve4,,,,,0.8,1,,3d,,,,0.7,,,,,,,,,,,,,,,,,,,70,20,0.35,1,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dawnville_defensive_german_1,,SFX/null.wav,,0.65,0.75,35,6000,,,,,smg_3rd,,curve4,,,,,0.8,1,,3d,,,,0.7,,,,,,,,,,,,,,,,,,,70,20,0.35,1,,
dawnville_defensive_german_2,,SFX/null.wav,,0.65,0.75,35,6000,,,,,smg_3rd,,curve4,,,,,0.8,1,,3d,,,,0.7,,,,,,,,,,,,,,,,,,,70,20,0.35,1,,
dawnville_defensive_german_3,,SFX/null.wav,,0.65,0.75,35,6000,,,,,smg_3rd,,curve4,,,,,0.8,1,,3d,,,,0.7,,,,,,,,,,,,,,,,,,,70,20,0.35,1,,
dawnville_defensive_german_4,,SFX/null.wav,,0.65,0.75,35,6000,,,,,smg_3rd,,curve4,,,,,0.8,1,,3d,,,,0.7,,,,,,,,,,,,,,,,,,,70,20,0.35,1,,
dawnville_defensive_german_5,,SFX/null.wav,,0.65,0.75,35,6000,,,,,smg_3rd,,curve4,,,,,0.8,1,,3d,,,,0.7,,,,,,,,,,,,,,,,,,,70,20,0.35,1,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#UBER Weapons for Zombies,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#BAR UBER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
weap_bar_fire_ubershot_st,,SFX/Weapon/uber/uber_shot_st.wav,,0.9,1,,,1,oldest,,,rfl_1st,,curve3,,,,,0.98,1.04,,2d,,,,0.75,all_sp all_mp,,,weap_bar_move_st_l_uber,,,wpn_all,,0.5,,,,,,,,,,90,90,0.25,1,,
weap_bar_fire_ubershot_m,,SFX/Weapon/uber/uber_shot_m.wav,,0.85,1,250,2000,10,priority,3,oldest,pis_3rd,,,,2000,,,0.92,1.08,pitch variant,3d,,,,0.7,all_sp all_mp,,,weap_bar_move_m_l_uber,,,,,,,,,,,,,,,50,90,0.35,1,,
weap_bar_move_st_l_uber,,SFX/Weapon/uber/uber_m_left.wav,,0.95,1,200,6000,3,oldest,,,decay,,curve5,,,,,0.98,1.02,,3d,,,,,all_sp all_mp,,,weap_bar_move_st_r_uber,,75,,,,,,,,,,,left_shot,4,90,90,0.25,1,,
weap_bar_move_st_r_uber,,SFX/Weapon/uber/uber_m_right.wav,,0.9,1,200,6000,3,oldest,,,decay,,curve5,,,,,1,1,,3d,,,,,all_sp all_mp,,,weap_bar_fire_plr,,100,,,,,,,,,,,right_shot,4,90,90,0.25,1,,
weap_bar_move_m_l_uber,,SFX/Weapon/uber/uber_m_left.wav,,0.95,1,200,6000,3,oldest,,,decay,,curve5,,,,,0.98,1.02,,3d,,,,,all_sp all_mp,,,weap_bar_move_m_r_uber,,75,,,,,,,,,,,left_shot,4,90,90,0.25,1,,
weap_bar_move_m_r_uber,,SFX/Weapon/uber/uber_m_right.wav,,0.9,1,200,6000,3,oldest,,,decay,,curve5,,,,,1,1,,3d,,,,,all_sp all_mp,,,weap_bar_fire,,100,,,,,,,,,,,right_shot,4,90,90,0.25,1,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#FG42 UBER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
weap_fg42_fire_ubershot_st,,SFX/Weapon/uber/uber_shot_st.wav,,0.7,0.7,,,1,oldest,,,smg_1st,,,,,,,0.98,1.02,,2d,,,,0.75,all_sp all_mp,,,weap_fg42_move_st_l_uber,,,wpn_all,,,,,,,,,,,,90,90,0.25,1,,
weap_fg42_fire_ubershot_m,,SFX/Weapon/uber/uber_shot_m.wav,,0.8,0.9,250,2000,10,priority,2,oldest,smg_3rd,,curve0,,2000,,,0.95,1.05,,3d,,,,0.7,all_sp all_mp,,,weap_fg42_move_m_l_uber,,,,,,,,,,,,,,,50,90,0.35,1,,
weap_fg42_move_st_l_uber,,SFX/Weapon/uber/uber_m_left.wav,,0.95,1,200,6000,3,oldest,,,decay,,curve5,,,,,0.98,1.02,,3d,,,,,all_sp all_mp,,,weap_fg42_move_st_r_uber,,75,,,,,,,,,,,left_shot,4,90,90,0.25,1,,
weap_fg42_move_st_r_uber,,SFX/Weapon/uber/uber_m_right.wav,,0.9,1,200,6000,3,oldest,,,decay,,curve5,,,,,1,1,,3d,,,,,all_sp all_mp,,,weap_fg42_fire_plr,,100,,,,,,,,,,,right_shot,4,90,90,0.25,1,,
weap_fg42_move_m_l_uber,,SFX/Weapon/uber/uber_m_left.wav,,0.95,1,200,6000,3,oldest,,,decay,,curve5,,,,,0.98,1.02,,3d,,,,,all_sp all_mp,,,weap_fg42_move_m_r_uber,,75,,,,,,,,,,,left_shot,4,90,90,0.25,1,,
weap_fg42_move_m_r_uber,,SFX/Weapon/uber/uber_m_right.wav,,0.9,1,200,6000,3,oldest,,,decay,,curve5,,,,,1,1,,3d,,,,,all_sp all_mp,,,weap_fg42_fire,,100,,,,,,,,,,,right_shot,4,90,90,0.25,1,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#G43 UBER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
weap_g43_fire_ubershot_st,,SFX/Weapon/uber/uber_shot_st.wav,,1,1,,,2,oldest,,,rfl_1st,,curve3,,,,,0.98,1.04,,2d,,,,0.75,all_sp all_mp,,,weap_g43_move_st_l_uber,,,wpn_all,,,,,,,,,,,,90,90,0.25,1,,
weap_g43_fire_ubershot_m,,SFX/Weapon/uber/uber_shot_m.wav,,1,1,250,2000,10,priority,2,oldest,rfl_3rd,,,,2000,,,0.95,1.05,pitch,3d,,,,0.7,all_sp all_mp,,,weap_g43_move_m_l_uber,,,,,,,,,,,,,,,50,90,0.35,1,,
weap_g43_move_st_l_uber,,SFX/Weapon/uber/uber_m_left.wav,,0.95,1,200,6000,3,oldest,,,decay,,curve5,,,,,0.98,1.02,,3d,,,,,all_sp all_mp,,,weap_g43_move_st_r_uber,,75,,,,,,,,,,,left_shot,4,90,90,0.25,1,,
weap_g43_move_st_r_uber,,SFX/Weapon/uber/uber_m_right.wav,,0.9,1,200,6000,3,oldest,,,decay,,curve5,,,,,1,1,,3d,,,,,all_sp all_mp,,,weap_g43_fire_plr,,100,,,,,,,,,,,right_shot,4,90,90,0.25,1,,
